epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,16.1831,0.3515,0.37465,0.8319,0.9138,0.85853,0.89794,0.74667,0.48275,1.38497,0.87115,0.000684521,0.000684521,0.000684521
21,16.9557,0.34374,0.361,0.84254,1,0.88454,0.93937,0.79853,0.4939,1.30755,0.86507,0.000710556,0.000710556,0.000710556
22,17.717,0.33971,0.38919,0.82803,0.98296,0.8982,0.9232,0.80333,0.47032,1.13659,0.85332,0.000735742,0.000735742,0.000735742
23,18.4819,0.35716,0.37319,0.8459,0.96855,0.89821,0.91858,0.81463,0.46231,1.14334,0.84619,0.000760079,0.000760079,0.000760079
24,19.4309,0.33611,0.33693,0.84081,0.98144,0.91898,0.98917,0.88776,0.42766,0.4988,0.81936,0.000783568,0.000783568,0.000783568
25,20.2049,0.3536,0.39804,0.8559,0.9614,0.9617,0.995,0.89898,0.40068,0.40746,0.79571,0.000806208,0.000806208,0.000806208
26,20.9718,0.35044,0.36671,0.84471,0.72084,0.8311,0.84973,0.71463,0.43059,2.02842,0.78532,0.000827998,0.000827998,0.000827998
27,21.7658,0.32784,0.43165,0.83082,0.91096,0.86601,0.94833,0.79065,0.51018,0.80459,0.83276,0.00084894,0.00084894,0.00084894
28,22.5837,0.36655,0.36763,0.85608,0.85156,0.81548,0.80549,0.72668,0.48101,1.73997,0.83602,0.000869033,0.000869033,0.000869033
29,23.3382,0.33307,0.42145,0.85461,0.85156,0.81548,0.80549,0.72668,0.48101,1.73997,0.83602,0.000888278,0.000888278,0.000888278
30,24.1074,0.32274,0.43649,0.82479,0.97025,0.99377,0.995,0.92075,0.39224,0.33298,0.82316,0.000906673,0.000906673,0.000906673
31,24.9176,0.33928,0.47315,0.84177,0.98709,1,0.995,0.89374,0.45225,0.383,0.83121,0.00092422,0.00092422,0.00092422
32,25.717,0.35217,0.37368,0.81945,0.98571,1,0.995,0.90087,0.36873,0.3475,0.82156,0.000940918,0.000940918,0.000940918
33,26.4734,0.35428,0.3798,0.8708,0.98571,1,0.995,0.90087,0.36873,0.3475,0.82156,0.000956767,0.000956767,0.000956767
34,27.2448,0.34152,0.35853,0.8357,0.98466,1,0.995,0.91826,0.38255,0.35686,0.81791,0.000962146,0.000962146,0.000962146
35,28.0669,0.35032,0.39092,0.8362,0.97872,1,0.995,0.91303,0.37639,0.35055,0.82538,0.000947999,0.000947999,0.000947999
36,28.9476,0.36303,0.37399,0.86213,0.98998,1,0.995,0.90975,0.40712,0.36996,0.83584,0.000933851,0.000933851,0.000933851
37,29.7014,0.35131,0.39797,0.84687,0.98998,1,0.995,0.90975,0.40712,0.36996,0.83584,0.000919704,0.000919704,0.000919704
38,30.4696,0.32176,0.39875,0.81404,0.97945,1,0.995,0.9184,0.38188,0.38949,0.82053,0.000905557,0.000905557,0.000905557
39,31.3051,0.41112,0.44493,0.85436,0.93891,1,0.995,0.89803,0.39217,0.43815,0.80514,0.00089141,0.00089141,0.00089141
40,32.0799,0.3767,0.39617,0.88635,0.93422,0.91006,0.97962,0.85259,0.45011,0.77477,0.839,0.000877263,0.000877263,0.000877263
41,32.8387,0.34082,0.38371,0.85839,0.93422,0.91006,0.97962,0.85259,0.45011,0.77477,0.839,0.000863116,0.000863116,0.000863116
42,33.6228,0.36445,0.34872,0.8131,0.89771,0.82738,0.92592,0.8214,0.44487,1.13921,0.86412,0.000848969,0.000848969,0.000848969
43,34.4492,0.36814,0.39488,0.86937,0.92855,0.94764,0.9742,0.87033,0.44359,0.82451,0.84037,0.000834822,0.000834822,0.000834822
44,35.2215,0.36271,0.43693,0.85974,0.91877,0.93949,0.97382,0.84788,0.49335,0.89212,0.84548,0.000820675,0.000820675,0.000820675
45,35.9687,0.34135,0.34959,0.83006,0.91877,0.93949,0.97382,0.84788,0.49335,0.89212,0.84548,0.000806528,0.000806528,0.000806528
46,36.8818,0.37923,0.40666,0.88073,0.90791,0.92687,0.98167,0.86411,0.40886,0.60544,0.81374,0.00079238,0.00079238,0.00079238
47,37.689,0.31567,0.32076,0.84896,0.99059,0.96996,0.995,0.91895,0.34012,0.37011,0.8179,0.000778233,0.000778233,0.000778233
48,38.4633,0.32243,0.33703,0.81922,0.98497,0.99887,0.995,0.90238,0.34695,0.29868,0.80961,0.000764086,0.000764086,0.000764086
49,39.2204,0.31622,0.37243,0.83516,0.98497,0.99887,0.995,0.90238,0.34695,0.29868,0.80961,0.000749939,0.000749939,0.000749939
50,40.0453,0.30252,0.31114,0.81356,0.98465,1,0.995,0.90441,0.3429,0.31531,0.80263,0.000735792,0.000735792,0.000735792
51,40.8341,0.32627,0.32182,0.83634,0.9824,1,0.995,0.92057,0.32068,0.30938,0.80143,0.000721645,0.000721645,0.000721645
52,41.6085,0.31713,0.40643,0.83198,0.9814,1,0.995,0.94009,0.33089,0.31153,0.80167,0.000707498,0.000707498,0.000707498
53,42.3648,0.30983,0.32143,0.83708,0.9814,1,0.995,0.94009,0.33089,0.31153,0.80167,0.000693351,0.000693351,0.000693351
54,43.1948,0.28477,0.29111,0.80444,0.98723,1,0.995,0.93901,0.34335,0.29341,0.79963,0.000679204,0.000679204,0.000679204
55,43.9672,0.28758,0.29702,0.8244,0.98448,1,0.995,0.93861,0.33886,0.29162,0.79873,0.000665057,0.000665057,0.000665057
56,44.8469,0.29253,0.31437,0.81311,0.97853,1,0.995,0.93863,0.30178,0.28407,0.78733,0.000650909,0.000650909,0.000650909
57,45.6183,0.28432,0.26594,0.8055,0.97853,1,0.995,0.93863,0.30178,0.28407,0.78733,0.000636762,0.000636762,0.000636762
58,46.4474,0.27883,0.26513,0.80483,0.97766,1,0.995,0.94861,0.30425,0.26292,0.78632,0.000622615,0.000622615,0.000622615
59,47.22,0.30518,0.29298,0.835,0.9806,1,0.995,0.93065,0.31866,0.26729,0.79447,0.000608468,0.000608468,0.000608468
60,47.9928,0.3051,0.28758,0.8207,0.9833,1,0.995,0.93069,0.30253,0.24308,0.79369,0.000594321,0.000594321,0.000594321
61,48.7807,0.29183,0.26571,0.79679,0.9833,1,0.995,0.93069,0.30253,0.24308,0.79369,0.000580174,0.000580174,0.000580174
62,49.5969,0.27954,0.27041,0.80401,0.98373,1,0.995,0.93028,0.31923,0.24044,0.79485,0.000566027,0.000566027,0.000566027
63,50.3711,0.2838,0.29763,0.83416,0.98578,1,0.995,0.9414,0.31537,0.26298,0.79231,0.00055188,0.00055188,0.00055188
64,51.141,0.2742,0.25233,0.80503,0.99065,1,0.995,0.93947,0.28335,0.24506,0.79342,0.000537733,0.000537733,0.000537733
65,51.9453,0.28419,0.26517,0.82172,0.99065,1,0.995,0.93947,0.28335,0.24506,0.79342,0.000523586,0.000523586,0.000523586
66,52.7446,0.27498,0.25411,0.80648,0.99085,1,0.995,0.93932,0.30403,0.2434,0.79863,0.000509438,0.000509438,0.000509438
67,53.6218,0.26195,0.27759,0.79621,0.98969,1,0.995,0.92268,0.30054,0.25971,0.79112,0.000495291,0.000495291,0.000495291
68,54.3974,0.29525,0.33039,0.83777,0.98752,1,0.995,0.94197,0.28094,0.25758,0.78771,0.000481144,0.000481144,0.000481144
69,55.2206,0.28436,0.30894,0.82001,0.98752,1,0.995,0.94197,0.28094,0.25758,0.78771,0.000466997,0.000466997,0.000466997
70,55.996,0.26289,0.28526,0.81759,0.98489,1,0.995,0.9362,0.25334,0.2631,0.79028,0.00045285,0.00045285,0.00045285
71,56.7665,0.27112,0.26575,0.81035,0.98494,1,0.995,0.94632,0.25705,0.2504,0.79512,0.000438703,0.000438703,0.000438703
72,57.5443,0.25955,0.24528,0.7947,0.98796,1,0.995,0.93735,0.2906,0.25124,0.79779,0.000424556,0.000424556,0.000424556
73,58.3679,0.27349,0.25857,0.82292,0.98796,1,0.995,0.93735,0.2906,0.25124,0.79779,0.000410409,0.000410409,0.000410409
74,59.1406,0.25946,0.2808,0.81487,0.98804,1,0.995,0.93883,0.29265,0.26116,0.79503,0.000396262,0.000396262,0.000396262
75,59.9117,0.26122,0.25763,0.82511,0.98887,1,0.995,0.94207,0.28125,0.25063,0.7933,0.000382115,0.000382115,0.000382115
76,60.7083,0.24412,0.26223,0.80717,0.99049,1,0.995,0.9362,0.25355,0.25715,0.78701,0.000367967,0.000367967,0.000367967
77,61.5174,0.28897,0.26927,0.82545,0.99049,1,0.995,0.9362,0.25355,0.25715,0.78701,0.00035382,0.00035382,0.00035382
78,62.3894,0.26828,0.25244,0.83031,0.98899,1,0.995,0.94804,0.25167,0.24315,0.78725,0.000339673,0.000339673,0.000339673
79,63.1607,0.2725,0.26968,0.83381,0.9886,1,0.995,0.94522,0.25217,0.23366,0.78577,0.000325526,0.000325526,0.000325526
80,63.9841,0.25689,0.2644,0.79959,0.98928,1,0.995,0.94203,0.2719,0.22981,0.78499,0.000311379,0.000311379,0.000311379
81,64.7713,0.25295,0.24603,0.80826,0.98928,1,0.995,0.94203,0.2719,0.22981,0.78499,0.000297232,0.000297232,0.000297232
82,65.5397,0.23997,0.24243,0.81509,0.99071,1,0.995,0.94588,0.26378,0.24265,0.7886,0.000283085,0.000283085,0.000283085
83,66.308,0.25066,0.24216,0.81057,0.99221,1,0.995,0.94571,0.24091,0.22723,0.79321,0.000268938,0.000268938,0.000268938
84,67.1413,0.26053,0.26168,0.84601,0.99087,1,0.995,0.95106,0.24584,0.22292,0.79174,0.000254791,0.000254791,0.000254791
85,67.91,0.26414,0.2696,0.80616,0.99087,1,0.995,0.95106,0.24584,0.22292,0.79174,0.000240644,0.000240644,0.000240644
86,68.6804,0.23934,0.27712,0.81141,0.98985,1,0.995,0.95372,0.23666,0.2061,0.78664,0.000226497,0.000226497,0.000226497
87,69.4531,0.23841,0.28224,0.78937,0.98965,1,0.995,0.95908,0.225,0.2091,0.78568,0.000212349,0.000212349,0.000212349
88,70.2914,0.24305,0.22564,0.79884,0.98972,1,0.995,0.94292,0.22323,0.20641,0.78352,0.000198202,0.000198202,0.000198202
89,71.1554,0.24131,0.21297,0.81896,0.98972,1,0.995,0.94292,0.22323,0.20641,0.78352,0.000184055,0.000184055,0.000184055
90,71.928,0.22361,0.2067,0.79379,0.98961,1,0.995,0.94169,0.22024,0.20694,0.78233,0.000169908,0.000169908,0.000169908
91,73.2212,0.22491,0.21212,0.79578,0.99014,1,0.995,0.95304,0.21684,0.20703,0.78166,0.000155761,0.000155761,0.000155761
92,74.0348,0.21928,0.206,0.81259,0.9904,1,0.995,0.94849,0.20725,0.20884,0.78103,0.000141614,0.000141614,0.000141614
93,74.7902,0.20689,0.1972,0.79377,0.9904,1,0.995,0.94849,0.20725,0.20884,0.78103,0.000127467,0.000127467,0.000127467
94,75.5672,0.21077,0.20274,0.81563,0.99046,1,0.995,0.94389,0.20132,0.20522,0.77912,0.00011332,0.00011332,0.00011332
95,76.4045,0.2093,0.19798,0.77925,0.99027,1,0.995,0.94349,0.20429,0.19634,0.7803,9.91726e-05,9.91726e-05,9.91726e-05
96,77.1674,0.2175,0.20144,0.78578,0.99016,1,0.995,0.94349,0.20622,0.18511,0.77999,8.50255e-05,8.50255e-05,8.50255e-05
97,77.9136,0.22144,0.21541,0.78088,0.99016,1,0.995,0.94349,0.20622,0.18511,0.77999,7.08784e-05,7.08784e-05,7.08784e-05
98,78.7037,0.21528,0.20432,0.78459,0.99008,1,0.995,0.94449,0.20486,0.18316,0.77995,5.67313e-05,5.67313e-05,5.67313e-05
99,79.6447,0.20471,0.19582,0.77195,0.98985,1,0.995,0.94633,0.20353,0.1785,0.78054,4.25842e-05,4.25842e-05,4.25842e-05
100,80.4163,0.2071,0.19394,0.79675,0.98994,1,0.995,0.94849,0.20631,0.17581,0.77991,2.84371e-05,2.84371e-05,2.84371e-05
