epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,152.964,0.22294,0.21584,0.8013,0.98365,1,0.995,0.95236,0.26148,0.2126,0.76045,0.000528301,0.000528301,0.000528301
193,153.729,0.23354,0.20318,0.81154,0.98365,1,0.995,0.95236,0.26148,0.2126,0.76045,0.000523586,0.000523586,0.000523586
194,154.537,0.24371,0.20941,0.78877,0.98149,1,0.995,0.94736,0.25381,0.22096,0.75877,0.00051887,0.00051887,0.00051887
195,155.359,0.23366,0.21673,0.79059,0.98143,1,0.995,0.9535,0.23296,0.20107,0.75744,0.000514154,0.000514154,0.000514154
196,156.146,0.22457,0.20528,0.79425,0.98422,1,0.995,0.95189,0.22163,0.19207,0.7576,0.000509438,0.000509438,0.000509438
197,156.919,0.231,0.2023,0.78892,0.98422,1,0.995,0.95189,0.22163,0.19207,0.7576,0.000504723,0.000504723,0.000504723
198,157.752,0.22564,0.20175,0.79387,0.986,1,0.995,0.95267,0.23489,0.20088,0.75821,0.000500007,0.000500007,0.000500007
199,158.556,0.20495,0.18926,0.77799,0.98312,1,0.995,0.93151,0.25028,0.21324,0.7587,0.000495291,0.000495291,0.000495291
200,159.437,0.22458,0.20264,0.77238,0.9856,1,0.995,0.93411,0.24294,0.21099,0.75914,0.000490576,0.000490576,0.000490576
201,160.201,0.23756,0.2022,0.82403,0.9856,1,0.995,0.93411,0.24294,0.21099,0.75914,0.00048586,0.00048586,0.00048586
202,161.041,0.21359,0.19097,0.78347,0.98688,1,0.995,0.93421,0.2415,0.21045,0.75649,0.000481144,0.000481144,0.000481144
203,161.82,0.2292,0.20407,0.78528,0.98522,1,0.995,0.93708,0.24773,0.21898,0.75782,0.000476429,0.000476429,0.000476429
204,162.599,0.19694,0.1812,0.78909,0.98368,1,0.995,0.94762,0.24947,0.22788,0.75924,0.000471713,0.000471713,0.000471713
205,163.378,0.22623,0.20223,0.78534,0.98368,1,0.995,0.94762,0.24947,0.22788,0.75924,0.000466997,0.000466997,0.000466997
206,164.213,0.21999,0.19024,0.78702,0.98249,1,0.995,0.93899,0.24132,0.2217,0.76125,0.000462281,0.000462281,0.000462281
207,164.982,0.20396,0.23401,0.80007,0.98488,1,0.995,0.93816,0.22518,0.20831,0.76174,0.000457566,0.000457566,0.000457566
208,165.755,0.22588,0.19342,0.7751,0.98836,1,0.995,0.92795,0.23844,0.20224,0.76147,0.00045285,0.00045285,0.00045285
209,166.544,0.22567,0.22596,0.77325,0.98836,1,0.995,0.92795,0.23844,0.20224,0.76147,0.000448134,0.000448134,0.000448134
210,167.456,0.21325,0.22955,0.78419,0.9897,1,0.995,0.93695,0.24278,0.20587,0.76259,0.000443419,0.000443419,0.000443419
211,168.225,0.21725,0.22988,0.78793,0.98905,1,0.995,0.9429,0.2218,0.19714,0.76221,0.000438703,0.000438703,0.000438703
212,169,0.23011,0.20529,0.79662,0.98831,1,0.995,0.93783,0.20687,0.19101,0.76072,0.000433987,0.000433987,0.000433987
213,169.816,0.21024,0.18332,0.78227,0.98831,1,0.995,0.93783,0.20687,0.19101,0.76072,0.000429272,0.000429272,0.000429272
214,170.61,0.19925,0.1891,0.78475,0.98782,1,0.995,0.94244,0.22145,0.20218,0.76291,0.000424556,0.000424556,0.000424556
215,171.381,0.20723,0.18681,0.78573,0.98825,1,0.995,0.93199,0.23943,0.21031,0.76049,0.00041984,0.00041984,0.00041984
216,172.155,0.19996,0.19469,0.78144,0.98845,1,0.995,0.93626,0.22613,0.19213,0.76038,0.000415124,0.000415124,0.000415124
217,172.981,0.20114,0.19091,0.79553,0.98845,1,0.995,0.93626,0.22613,0.19213,0.76038,0.000410409,0.000410409,0.000410409
218,173.759,0.19531,0.17408,0.7731,0.98857,1,0.995,0.95088,0.22423,0.19385,0.76035,0.000405693,0.000405693,0.000405693
219,174.534,0.20368,0.18284,0.78556,0.98901,1,0.995,0.95007,0.22521,0.19762,0.76076,0.000400977,0.000400977,0.000400977
220,175.431,0.21152,0.19123,0.77493,0.98968,1,0.995,0.94077,0.23993,0.20005,0.75991,0.000396262,0.000396262,0.000396262
221,176.247,0.2161,0.19775,0.77554,0.98968,1,0.995,0.94077,0.23993,0.20005,0.75991,0.000391546,0.000391546,0.000391546
222,177.017,0.198,0.18116,0.7827,0.99036,1,0.995,0.93833,0.24498,0.20833,0.75981,0.00038683,0.00038683,0.00038683
223,177.787,0.21688,0.18906,0.79251,0.99133,1,0.995,0.94214,0.23025,0.20126,0.75949,0.000382115,0.000382115,0.000382115
224,178.593,0.22051,0.20148,0.77858,0.99132,1,0.995,0.94611,0.22237,0.18876,0.76097,0.000377399,0.000377399,0.000377399
225,179.395,0.21153,0.19116,0.78544,0.99132,1,0.995,0.94611,0.22237,0.18876,0.76097,0.000372683,0.000372683,0.000372683
226,180.167,0.21061,0.18327,0.78366,0.98971,1,0.995,0.9352,0.23076,0.1979,0.76071,0.000367967,0.000367967,0.000367967
227,180.938,0.19762,0.17625,0.79577,0.98835,1,0.995,0.93994,0.24271,0.19691,0.76211,0.000363252,0.000363252,0.000363252
228,181.771,0.21429,0.18369,0.78326,0.98717,1,0.995,0.9361,0.24573,0.2023,0.76391,0.000358536,0.000358536,0.000358536
229,182.554,0.21388,0.17458,0.77955,0.98717,1,0.995,0.9361,0.24573,0.2023,0.76391,0.00035382,0.00035382,0.00035382
230,183.329,0.20871,0.17973,0.79945,0.98653,1,0.995,0.93754,0.23828,0.20019,0.7641,0.000349105,0.000349105,0.000349105
231,184.197,0.20115,0.21862,0.78348,0.98725,1,0.995,0.93983,0.23145,0.20493,0.76192,0.000344389,0.000344389,0.000344389
232,185.035,0.20522,0.20943,0.77655,0.9891,1,0.995,0.94318,0.22264,0.19635,0.75985,0.000339673,0.000339673,0.000339673
233,185.801,0.22148,0.18174,0.79455,0.9891,1,0.995,0.94318,0.22264,0.19635,0.75985,0.000334958,0.000334958,0.000334958
234,186.575,0.19984,0.17545,0.78139,0.99027,1,0.995,0.9513,0.22848,0.20518,0.7601,0.000330242,0.000330242,0.000330242
235,187.361,0.18758,0.17416,0.77627,0.99038,1,0.995,0.94543,0.24541,0.21035,0.76027,0.000325526,0.000325526,0.000325526
236,188.196,0.20189,0.17605,0.79219,0.99068,1,0.995,0.9484,0.23464,0.20706,0.76001,0.00032081,0.00032081,0.00032081
237,188.957,0.18865,0.18733,0.79014,0.99068,1,0.995,0.9484,0.23464,0.20706,0.76001,0.000316095,0.000316095,0.000316095
238,189.73,0.19928,0.17035,0.77386,0.99119,1,0.995,0.94761,0.20925,0.18777,0.76014,0.000311379,0.000311379,0.000311379
239,190.537,0.18599,0.17104,0.78212,0.99147,1,0.995,0.95162,0.21402,0.18803,0.75976,0.000306663,0.000306663,0.000306663
240,191.357,0.20608,0.18978,0.80255,0.99159,1,0.995,0.94592,0.22996,0.20088,0.75932,0.000301948,0.000301948,0.000301948
241,192.116,0.18135,0.16338,0.77639,0.99159,1,0.995,0.94592,0.22996,0.20088,0.75932,0.000297232,0.000297232,0.000297232
242,192.988,0.19312,0.16405,0.78759,0.99103,1,0.995,0.94896,0.2409,0.21405,0.75991,0.000292516,0.000292516,0.000292516
243,193.818,0.20259,0.18408,0.80186,0.99033,1,0.995,0.94382,0.23354,0.20585,0.75993,0.000287801,0.000287801,0.000287801
244,194.607,0.21322,0.22138,0.79182,0.98931,1,0.995,0.94731,0.214,0.19852,0.75967,0.000283085,0.000283085,0.000283085
245,195.368,0.20799,0.19848,0.77842,0.98931,1,0.995,0.94731,0.214,0.19852,0.75967,0.000278369,0.000278369,0.000278369
246,196.136,0.1975,0.18432,0.78006,0.98875,1,0.995,0.95062,0.19914,0.19108,0.75908,0.000273654,0.000273654,0.000273654
247,196.974,0.20423,0.17668,0.78808,0.98891,1,0.995,0.94968,0.20682,0.17889,0.75726,0.000268938,0.000268938,0.000268938
248,197.756,0.17915,0.15922,0.79494,0.98917,1,0.995,0.95256,0.22697,0.1882,0.75777,0.000264222,0.000264222,0.000264222
249,198.52,0.18482,0.17388,0.8025,0.98917,1,0.995,0.95256,0.22697,0.1882,0.75777,0.000259506,0.000259506,0.000259506
250,199.306,0.19588,0.16954,0.76979,0.98946,1,0.995,0.94138,0.23289,0.17778,0.75731,0.000254791,0.000254791,0.000254791
251,200.149,0.19442,0.1728,0.77765,0.99001,1,0.995,0.94516,0.23475,0.18653,0.75793,0.000250075,0.000250075,0.000250075
252,201.029,0.19524,0.17195,0.79068,0.98986,1,0.995,0.9559,0.21809,0.1895,0.75676,0.000245359,0.000245359,0.000245359
253,201.79,0.16951,0.15977,0.7686,0.98986,1,0.995,0.9559,0.21809,0.1895,0.75676,0.000240644,0.000240644,0.000240644
254,202.601,0.18622,0.16566,0.77402,0.98965,1,0.995,0.94998,0.21154,0.19016,0.75599,0.000235928,0.000235928,0.000235928
255,203.416,0.18747,0.16156,0.79198,0.98999,1,0.995,0.95335,0.20974,0.19521,0.7571,0.000231212,0.000231212,0.000231212
256,204.188,0.18793,0.16493,0.80354,0.99047,1,0.995,0.95014,0.21163,0.18341,0.75692,0.000226497,0.000226497,0.000226497
257,204.95,0.20964,0.23296,0.80802,0.99047,1,0.995,0.95014,0.21163,0.18341,0.75692,0.000221781,0.000221781,0.000221781
258,205.775,0.21338,0.1987,0.80822,0.99072,1,0.995,0.9455,0.23317,0.19693,0.75912,0.000217065,0.000217065,0.000217065
259,206.568,0.20935,0.19429,0.777,0.99099,1,0.995,0.93026,0.25334,0.19099,0.7579,0.000212349,0.000212349,0.000212349
260,207.342,0.20161,0.1703,0.77997,0.99079,1,0.995,0.93904,0.25205,0.18924,0.75735,0.000207634,0.000207634,0.000207634
261,208.107,0.18725,0.16535,0.78781,0.99079,1,0.995,0.93904,0.25205,0.18924,0.75735,0.000202918,0.000202918,0.000202918
262,208.954,0.20205,0.16737,0.78246,0.99059,1,0.995,0.9405,0.24101,0.18308,0.75626,0.000198202,0.000198202,0.000198202
263,209.735,0.18231,0.1576,0.76942,0.99024,1,0.995,0.96046,0.21568,0.18423,0.75689,0.000193487,0.000193487,0.000193487
264,210.612,0.18717,0.1595,0.78245,0.98979,1,0.995,0.95695,0.21048,0.17941,0.75531,0.000188771,0.000188771,0.000188771
265,211.392,0.1892,0.15974,0.7906,0.98979,1,0.995,0.95695,0.21048,0.17941,0.75531,0.000184055,0.000184055,0.000184055
266,212.228,0.19342,0.17226,0.78284,0.98963,1,0.995,0.96075,0.20906,0.17553,0.75569,0.00017934,0.00017934,0.00017934
267,213.003,0.19204,0.16235,0.77804,0.9895,1,0.995,0.96447,0.2186,0.17986,0.75715,0.000174624,0.000174624,0.000174624
268,213.781,0.18745,0.18168,0.79635,0.98937,1,0.995,0.96043,0.22307,0.17979,0.7595,0.000169908,0.000169908,0.000169908
269,214.584,0.20006,0.193,0.77867,0.98937,1,0.995,0.96043,0.22307,0.17979,0.7595,0.000165192,0.000165192,0.000165192
270,215.397,0.19503,0.16838,0.78124,0.9893,1,0.995,0.96284,0.22075,0.18186,0.75924,0.000160477,0.000160477,0.000160477
271,216.167,0.19887,0.16664,0.78699,0.98939,1,0.995,0.96748,0.21124,0.17514,0.75982,0.000155761,0.000155761,0.000155761
272,216.941,0.18374,0.16578,0.79873,0.98937,1,0.995,0.96983,0.2024,0.16474,0.75918,0.000151045,0.000151045,0.000151045
273,217.76,0.19122,0.16394,0.78012,0.98937,1,0.995,0.96983,0.2024,0.16474,0.75918,0.00014633,0.00014633,0.00014633
274,218.652,0.1793,0.1509,0.76304,0.98941,1,0.995,0.96594,0.20143,0.16282,0.75803,0.000141614,0.000141614,0.000141614
275,219.424,0.17492,0.14469,0.74804,0.9895,1,0.995,0.94759,0.19829,0.15967,0.75788,0.000136898,0.000136898,0.000136898
276,220.199,0.16832,0.15279,0.77296,0.98953,1,0.995,0.96415,0.19769,0.15901,0.75836,0.000132183,0.000132183,0.000132183
277,221.026,0.17423,0.15398,0.79035,0.98953,1,0.995,0.96415,0.19769,0.15901,0.75836,0.000127467,0.000127467,0.000127467
278,221.803,0.19195,0.15928,0.78893,0.98955,1,0.995,0.96973,0.20249,0.16524,0.75848,0.000122751,0.000122751,0.000122751
279,222.579,0.2062,0.18324,0.76635,0.98945,1,0.995,0.97415,0.20009,0.17165,0.75864,0.000118035,0.000118035,0.000118035
280,223.361,0.18081,0.16351,0.76888,0.98934,1,0.995,0.96866,0.19557,0.16213,0.75912,0.00011332,0.00011332,0.00011332
281,224.182,0.17327,0.16023,0.78364,0.98934,1,0.995,0.96866,0.19557,0.16213,0.75912,0.000108604,0.000108604,0.000108604
282,224.957,0.18288,0.1748,0.76354,0.98929,1,0.995,0.96866,0.19851,0.15989,0.76011,0.000103888,0.000103888,0.000103888
283,225.727,0.16872,0.18562,0.81335,0.98929,1,0.995,0.9637,0.19241,0.15337,0.7604,9.91726e-05,9.91726e-05,9.91726e-05
284,226.645,0.18452,0.15929,0.78643,0.98935,1,0.995,0.95722,0.1887,0.16046,0.75995,9.44569e-05,9.44569e-05,9.44569e-05
285,227.444,0.16807,0.14806,0.77023,0.98935,1,0.995,0.95722,0.1887,0.16046,0.75995,8.97412e-05,8.97412e-05,8.97412e-05
286,228.217,0.19044,0.18947,0.78461,0.98947,1,0.995,0.95333,0.18684,0.15834,0.76028,8.50255e-05,8.50255e-05,8.50255e-05
287,228.98,0.16775,0.15894,0.78499,0.98968,1,0.995,0.95582,0.18629,0.15412,0.75986,8.03098e-05,8.03098e-05,8.03098e-05
288,229.814,0.16066,0.14977,0.77048,0.98976,1,0.995,0.95506,0.18657,0.15401,0.76007,7.55941e-05,7.55941e-05,7.55941e-05
289,230.595,0.16568,0.15291,0.77799,0.98976,1,0.995,0.95506,0.18657,0.15401,0.76007,7.08784e-05,7.08784e-05,7.08784e-05
290,231.368,0.17753,0.14721,0.80038,0.98995,1,0.995,0.95506,0.1864,0.15319,0.76089,6.61627e-05,6.61627e-05,6.61627e-05
291,232.624,0.16342,0.13864,0.7535,0.99012,1,0.995,0.95506,0.18824,0.15654,0.76042,6.1447e-05,6.1447e-05,6.1447e-05
292,233.46,0.1608,0.14031,0.77065,0.99043,1,0.995,0.96566,0.18425,0.15995,0.76028,5.67313e-05,5.67313e-05,5.67313e-05
293,234.211,0.15772,0.13693,0.74889,0.99043,1,0.995,0.96566,0.18425,0.15995,0.76028,5.20156e-05,5.20156e-05,5.20156e-05
294,234.986,0.15894,0.13956,0.76407,0.99048,1,0.995,0.96566,0.18325,0.15873,0.76011,4.72999e-05,4.72999e-05,4.72999e-05
295,235.816,0.15356,0.13281,0.7778,0.99058,1,0.995,0.96566,0.18608,0.15543,0.75931,4.25842e-05,4.25842e-05,4.25842e-05
296,236.725,0.16525,0.15517,0.75981,0.99053,1,0.995,0.96624,0.18775,0.15953,0.75885,3.78685e-05,3.78685e-05,3.78685e-05
297,237.486,0.16443,0.14359,0.77597,0.99053,1,0.995,0.96624,0.18775,0.15953,0.75885,3.31528e-05,3.31528e-05,3.31528e-05
298,238.263,0.16834,0.1647,0.77705,0.99062,1,0.995,0.96599,0.18593,0.16331,0.75899,2.84371e-05,2.84371e-05,2.84371e-05
299,239.103,0.16611,0.13701,0.77697,0.99065,1,0.995,0.96577,0.18912,0.15963,0.75952,2.37214e-05,2.37214e-05,2.37214e-05
300,239.887,0.16245,0.14221,0.76354,0.99063,1,0.995,0.96267,0.19231,0.16734,0.75979,1.90057e-05,1.90057e-05,1.90057e-05
